academic_year,assignments,attendance,course_id,course_name,email,final,final_grade,letter_grade,major,midterm,name,semester,student_id,trait
2024/2025,9.9,99.7,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),buikimtungbd22ai005@gmail.com,9.5,9.7,A,Khoa AI - Khóa 22,9.9,Bùi Kim Tùng,1,BD22AI005,excellent
2024/2025,10.0,97.4,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),tranhaiminhbd22ai006@gmail.com,5.4,7.6,B,Khoa AI - Khóa 22,4.0,Trần Hải Minh,1,BD22AI006,diligent_but_low
2024/2025,9.6,94.7,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),buihaiquanbd22ai007@gmail.com,9.5,9.5,A,Khoa AI - Khóa 22,9.5,Bùi Hải Quân,1,BD22AI007,excellent
2024/2025,9.9,95.8,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),hothanhsonbd22ai008@gmail.com,9.3,9.5,A,Khoa AI - Khóa 22,9.7,Hồ Thanh Sơn,1,BD22AI008,excellent
2024/2025,9.7,98.7,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),đangminhcuongbd22ai009@gmail.com,9.5,9.6,A,Khoa AI - Khóa 22,9.9,Đặng Minh Cường,1,BD22AI009,excellent
2024/2025,8.0,53.5,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),vungocvinhbd22ai010@gmail.com,9.6,8.3,B,Khoa AI - Khóa 22,9.3,Vũ Ngọc Vinh,1,BD22AI010,talented_but_lazy
2024/2025,8.1,64.9,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),duongtuanquanbd22ai011@gmail.com,9.4,8.4,B,Khoa AI - Khóa 22,9.5,Dương Tuấn Quân,1,BD22AI011,talented_but_lazy
2024/2025,4.1,49.1,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),leminhdungbd22ai012@gmail.com,1.7,3.0,F,Khoa AI - Khóa 22,2.1,Lê Minh Dũng,1,BD22AI012,struggling
2024/2025,9.5,98.6,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),hotuanhabd22ai013@gmail.com,9.2,9.4,A,Khoa AI - Khóa 22,9.1,Hồ Tuấn Hà,1,BD22AI013,excellent
2024/2025,9.5,96.6,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),vuhuuhabd22ai014@gmail.com,9.8,9.7,A,Khoa AI - Khóa 22,9.5,Vũ Hữu Hà,1,BD22AI014,excellent
2024/2025,2.5,54.1,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),đangthitungbd22ai015@gmail.com,3.0,3.4,F,Khoa AI - Khóa 22,4.2,Đặng Thị Tùng,1,BD22AI015,struggling
2024/2025,8.0,59.1,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),hoangngoctungbd22ai016@gmail.com,9.3,8.3,B,Khoa AI - Khóa 22,9.3,Hoàng Ngọc Tùng,1,BD22AI016,talented_but_lazy
2024/2025,8.4,94.2,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),hoquangquanbd22ai017@gmail.com,7.8,8.3,B,Khoa AI - Khóa 22,7.8,Hồ Quang Quân,1,BD22AI017,average
2024/2025,8.9,57.3,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),huynhhaianbd22ai018@gmail.com,10.0,8.8,A,Khoa AI - Khóa 22,9.7,Huỳnh Hải An,1,BD22AI018,talented_but_lazy
2024/2025,9.5,97.8,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),buituansonbd22ai019@gmail.com,10.0,9.8,A,Khoa AI - Khóa 22,10.0,Bùi Tuấn Sơn,1,BD22AI019,excellent
2024/2025,8.8,61.3,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),đangđuckienbd22ai020@gmail.com,9.3,8.5,A,Khoa AI - Khóa 22,9.8,Đặng Đức Kiên,1,BD22AI020,talented_but_lazy
2024/2025,6.7,93.6,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),ngohaihabd22ai021@gmail.com,6.6,7.2,B,Khoa AI - Khóa 22,6.0,Ngô Hải Hà,1,BD22AI021,average
2024/2025,9.8,99.6,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),leanhphucbd22ai022@gmail.com,9.1,9.5,A,Khoa AI - Khóa 22,9.2,Lê Anh Phúc,1,BD22AI022,excellent
2024/2025,8.4,47.0,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),nguyenminhtungbd22ai023@gmail.com,9.3,8.1,B,Khoa AI - Khóa 22,9.7,Nguyễn Minh Tùng,1,BD22AI023,talented_but_lazy
2024/2025,6.7,85.6,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),nguyenngoclinhbd22ai024@gmail.com,6.2,6.8,C,Khoa AI - Khóa 22,6.5,Nguyễn Ngọc Linh,1,BD22AI024,average
2024/2025,8.6,53.2,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),ngohuucuongbd22ai025@gmail.com,9.8,8.5,A,Khoa AI - Khóa 22,9.8,Ngô Hữu Cường,1,BD22AI025,talented_but_lazy
2024/2025,8.5,83.2,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),đangtuanquanbd22ai026@gmail.com,6.0,7.2,B,Khoa AI - Khóa 22,7.9,Đặng Tuấn Quân,1,BD22AI026,average
2024/2025,6.6,80.6,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),tranthinambd22ai027@gmail.com,7.4,7.3,B,Khoa AI - Khóa 22,6.3,Trần Thị Nam,1,BD22AI027,average
2024/2025,3.4,53.0,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),buivanvinhbd22ai028@gmail.com,3.4,3.8,F,Khoa AI - Khóa 22,2.1,Bùi Văn Vinh,1,BD22AI028,struggling
2024/2025,9.4,99.2,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),lehaitungbd22ai029@gmail.com,5.1,7.4,B,Khoa AI - Khóa 22,3.8,Lê Hải Tùng,1,BD22AI029,diligent_but_low
2024/2025,8.8,45.5,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),lexuanhabd22ai030@gmail.com,9.5,8.3,B,Khoa AI - Khóa 22,9.9,Lê Xuân Hà,1,BD22AI030,talented_but_lazy
2024/2025,2.4,72.5,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),lekimloibd22ai031@gmail.com,1.1,2.7,F,Khoa AI - Khóa 22,3.0,Lê Kim Lợi,1,BD22AI031,struggling
2024/2025,9.3,97.3,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),vuvansonbd22ai032@gmail.com,4.1,6.8,C,Khoa AI - Khóa 22,3.6,Vũ Văn Sơn,1,BD22AI032,diligent_but_low
2024/2025,7.7,41.3,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),lyhuuphucbd22ai033@gmail.com,8.5,7.4,B,Khoa AI - Khóa 22,8.7,Lý Hữu Phúc,1,BD22AI033,talented_but_lazy
2024/2025,7.2,42.9,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),phankimtungbd22ai034@gmail.com,9.8,7.9,B,Khoa AI - Khóa 22,9.7,Phan Kim Tùng,1,BD22AI034,talented_but_lazy
2024/2025,7.0,80.4,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),lexuannambd22ai035@gmail.com,7.4,7.4,B,Khoa AI - Khóa 22,7.4,Lê Xuân Nam,1,BD22AI035,average
2024/2025,9.6,98.8,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),phamthiphucbd22ai036@gmail.com,4.7,7.2,B,Khoa AI - Khóa 22,4.9,Phạm Thị Phúc,1,BD22AI036,diligent_but_low
2024/2025,8.2,64.5,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),lyngocquanbd22ai037@gmail.com,9.5,8.5,A,Khoa AI - Khóa 22,8.9,Lý Ngọc Quân,1,BD22AI037,talented_but_lazy
2024/2025,9.4,96.6,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),đangngoctungbd22ai038@gmail.com,9.7,9.6,A,Khoa AI - Khóa 22,9.3,Đặng Ngọc Tùng,1,BD22AI038,excellent
2024/2025,9.9,97.5,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),phanvanlinhbd22ai039@gmail.com,5.0,7.4,B,Khoa AI - Khóa 22,4.3,Phan Văn Linh,1,BD22AI039,diligent_but_low
2024/2025,9.6,97.9,AI301_K22_2024_2025_S1,Reinforcement Learning (K22),phanthanhlinhbd22ai040@gmail.com,4.2,6.9,C,Khoa AI - Khóa 22,5.2,Phan Thanh Linh,1,BD22AI040,diligent_but_low
2024/2025,2.3,44.5,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),vuanhlinhbd22ai001@gmail.com,4.3,3.7,F,Khoa AI - Khóa 22,1.6,Vũ Anh Linh,2,BD22AI001,struggling
2024/2025,8.9,51.7,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),đangquangminhbd22ai002@gmail.com,9.2,8.3,B,Khoa AI - Khóa 22,9.0,Đặng Quang Minh,2,BD22AI002,talented_but_lazy
2024/2025,9.1,98.2,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),phanminhlinhbd22ai003@gmail.com,4.0,6.7,C,Khoa AI - Khóa 22,4.4,Phan Minh Linh,2,BD22AI003,diligent_but_low
2024/2025,9.6,95.6,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),hođucphucbd22ai004@gmail.com,9.1,9.4,A,Khoa AI - Khóa 22,9.1,Hồ Đức Phúc,2,BD22AI004,excellent
2024/2025,9.9,95.2,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),buikimtungbd22ai005@gmail.com,9.6,9.6,A,Khoa AI - Khóa 22,9.9,Bùi Kim Tùng,2,BD22AI005,excellent
2024/2025,10.0,99.5,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),tranhaiminhbd22ai006@gmail.com,4.7,7.3,B,Khoa AI - Khóa 22,4.8,Trần Hải Minh,2,BD22AI006,diligent_but_low
2024/2025,9.8,94.3,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),buihaiquanbd22ai007@gmail.com,9.8,9.8,A,Khoa AI - Khóa 22,9.8,Bùi Hải Quân,2,BD22AI007,excellent
2024/2025,9.6,99.6,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),hothanhsonbd22ai008@gmail.com,10.0,9.9,A,Khoa AI - Khóa 22,9.4,Hồ Thanh Sơn,2,BD22AI008,excellent
2024/2025,9.4,95.0,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),đangminhcuongbd22ai009@gmail.com,9.2,9.3,A,Khoa AI - Khóa 22,9.6,Đặng Minh Cường,2,BD22AI009,excellent
2024/2025,7.1,57.5,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),vungocvinhbd22ai010@gmail.com,8.9,7.7,B,Khoa AI - Khóa 22,9.7,Vũ Ngọc Vinh,2,BD22AI010,talented_but_lazy
2024/2025,9.1,42.4,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),duongtuanquanbd22ai011@gmail.com,9.6,8.4,B,Khoa AI - Khóa 22,8.6,Dương Tuấn Quân,2,BD22AI011,talented_but_lazy
2024/2025,3.0,59.9,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),leminhdungbd22ai012@gmail.com,3.1,3.6,F,Khoa AI - Khóa 22,3.3,Lê Minh Dũng,2,BD22AI012,struggling
2024/2025,10.0,98.1,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),hotuanhabd22ai013@gmail.com,9.6,9.7,A,Khoa AI - Khóa 22,9.7,Hồ Tuấn Hà,2,BD22AI013,excellent
2024/2025,9.6,98.0,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),vuhuuhabd22ai014@gmail.com,9.7,9.7,A,Khoa AI - Khóa 22,9.2,Vũ Hữu Hà,2,BD22AI014,excellent
2024/2025,2.3,40.8,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),đangthitungbd22ai015@gmail.com,3.8,3.4,F,Khoa AI - Khóa 22,4.3,Đặng Thị Tùng,2,BD22AI015,struggling
2024/2025,8.9,54.3,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),hoangngoctungbd22ai016@gmail.com,9.9,8.7,A,Khoa AI - Khóa 22,9.4,Hoàng Ngọc Tùng,2,BD22AI016,talented_but_lazy
2024/2025,8.0,73.4,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),hoquangquanbd22ai017@gmail.com,7.5,7.6,B,Khoa AI - Khóa 22,6.5,Hồ Quang Quân,2,BD22AI017,average
2024/2025,9.1,63.1,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),huynhhaianbd22ai018@gmail.com,8.6,8.3,B,Khoa AI - Khóa 22,8.7,Huỳnh Hải An,2,BD22AI018,talented_but_lazy
2024/2025,9.8,98.8,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),buituansonbd22ai019@gmail.com,9.1,9.5,A,Khoa AI - Khóa 22,9.6,Bùi Tuấn Sơn,2,BD22AI019,excellent
2024/2025,7.5,44.6,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),đangđuckienbd22ai020@gmail.com,9.9,8.1,B,Khoa AI - Khóa 22,9.6,Đặng Đức Kiên,2,BD22AI020,talented_but_lazy
2024/2025,6.8,94.7,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),ngohaihabd22ai021@gmail.com,7.9,7.9,B,Khoa AI - Khóa 22,6.8,Ngô Hải Hà,2,BD22AI021,average
2024/2025,9.8,94.6,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),leanhphucbd22ai022@gmail.com,9.6,9.6,A,Khoa AI - Khóa 22,9.5,Lê Anh Phúc,2,BD22AI022,excellent
2024/2025,7.8,45.4,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),nguyenminhtungbd22ai023@gmail.com,8.8,7.7,B,Khoa AI - Khóa 22,8.9,Nguyễn Minh Tùng,2,BD22AI023,talented_but_lazy
2024/2025,7.0,85.5,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),nguyenngoclinhbd22ai024@gmail.com,7.5,7.6,B,Khoa AI - Khóa 22,7.8,Nguyễn Ngọc Linh,2,BD22AI024,average
2024/2025,7.0,50.6,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),ngohuucuongbd22ai025@gmail.com,9.4,7.8,B,Khoa AI - Khóa 22,8.8,Ngô Hữu Cường,2,BD22AI025,talented_but_lazy
2024/2025,6.8,74.8,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),đangtuanquanbd22ai026@gmail.com,7.5,7.3,B,Khoa AI - Khóa 22,5.5,Đặng Tuấn Quân,2,BD22AI026,average
2024/2025,8.8,85.0,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),tranthinambd22ai027@gmail.com,7.2,8.0,B,Khoa AI - Khóa 22,5.8,Trần Thị Nam,2,BD22AI027,average
2024/2025,3.2,65.5,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),buivanvinhbd22ai028@gmail.com,3.0,3.8,F,Khoa AI - Khóa 22,2.5,Bùi Văn Vinh,2,BD22AI028,struggling
2024/2025,9.4,99.7,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),lehaitungbd22ai029@gmail.com,4.3,7.0,B,Khoa AI - Khóa 22,3.2,Lê Hải Tùng,2,BD22AI029,diligent_but_low
2024/2025,7.6,43.5,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),lexuanhabd22ai030@gmail.com,9.0,7.6,B,Khoa AI - Khóa 22,8.6,Lê Xuân Hà,2,BD22AI030,talented_but_lazy
2024/2025,2.2,70.2,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),lekimloibd22ai031@gmail.com,2.5,3.3,F,Khoa AI - Khóa 22,4.0,Lê Kim Lợi,2,BD22AI031,struggling
2024/2025,9.0,99.5,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),vuvansonbd22ai032@gmail.com,5.1,7.2,B,Khoa AI - Khóa 22,4.7,Vũ Văn Sơn,2,BD22AI032,diligent_but_low
2024/2025,8.1,61.8,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),lyhuuphucbd22ai033@gmail.com,10.0,8.6,A,Khoa AI - Khóa 22,9.7,Lý Hữu Phúc,2,BD22AI033,talented_but_lazy
2024/2025,7.6,61.9,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),phankimtungbd22ai034@gmail.com,9.2,8.1,B,Khoa AI - Khóa 22,9.3,Phan Kim Tùng,2,BD22AI034,talented_but_lazy
2024/2025,6.8,80.1,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),lexuannambd22ai035@gmail.com,5.8,6.5,C,Khoa AI - Khóa 22,6.1,Lê Xuân Nam,2,BD22AI035,average
2024/2025,9.1,98.9,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),phamthiphucbd22ai036@gmail.com,5.3,7.4,B,Khoa AI - Khóa 22,4.2,Phạm Thị Phúc,2,BD22AI036,diligent_but_low
2024/2025,7.9,64.3,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),lyngocquanbd22ai037@gmail.com,9.4,8.4,B,Khoa AI - Khóa 22,9.5,Lý Ngọc Quân,2,BD22AI037,talented_but_lazy
2024/2025,9.6,96.1,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),đangngoctungbd22ai038@gmail.com,10.0,9.8,A,Khoa AI - Khóa 22,9.0,Đặng Ngọc Tùng,2,BD22AI038,excellent
2024/2025,9.6,97.9,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),phanvanlinhbd22ai039@gmail.com,4.0,6.8,C,Khoa AI - Khóa 22,3.5,Phan Văn Linh,2,BD22AI039,diligent_but_low
2024/2025,9.4,96.5,AI302_K22_2024_2025_S2,Big Data & Cloud Computing (K22),phanthanhlinhbd22ai040@gmail.com,3.6,6.5,C,Khoa AI - Khóa 22,5.3,Phan Thanh Linh,2,BD22AI040,diligent_but_low
2024/2025,3.8,74.7,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),vuanhlinhbd22ai001@gmail.com,4.3,4.8,D,Khoa AI - Khóa 22,3.2,Vũ Anh Linh,2,BD22AI001,struggling
2024/2025,7.4,57.5,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),đangquangminhbd22ai002@gmail.com,8.5,7.6,B,Khoa AI - Khóa 22,8.6,Đặng Quang Minh,2,BD22AI002,talented_but_lazy
2024/2025,9.3,98.8,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),phanminhlinhbd22ai003@gmail.com,3.5,6.5,C,Khoa AI - Khóa 22,4.8,Phan Minh Linh,2,BD22AI003,diligent_but_low
2024/2025,9.7,97.6,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),hođucphucbd22ai004@gmail.com,9.7,9.7,A,Khoa AI - Khóa 22,9.3,Hồ Đức Phúc,2,BD22AI004,excellent
2024/2025,9.9,99.2,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),buikimtungbd22ai005@gmail.com,9.3,9.6,A,Khoa AI - Khóa 22,9.2,Bùi Kim Tùng,2,BD22AI005,excellent
2024/2025,9.7,97.5,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),tranhaiminhbd22ai006@gmail.com,4.4,7.1,B,Khoa AI - Khóa 22,3.8,Trần Hải Minh,2,BD22AI006,diligent_but_low
2024/2025,9.8,98.1,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),buihaiquanbd22ai007@gmail.com,9.3,9.5,A,Khoa AI - Khóa 22,9.7,Bùi Hải Quân,2,BD22AI007,excellent
2024/2025,9.8,97.0,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),hothanhsonbd22ai008@gmail.com,9.5,9.6,A,Khoa AI - Khóa 22,9.9,Hồ Thanh Sơn,2,BD22AI008,excellent
2024/2025,9.6,95.7,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),đangminhcuongbd22ai009@gmail.com,9.8,9.7,A,Khoa AI - Khóa 22,9.2,Đặng Minh Cường,2,BD22AI009,excellent
2024/2025,8.4,51.7,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),vungocvinhbd22ai010@gmail.com,9.5,8.3,B,Khoa AI - Khóa 22,9.8,Vũ Ngọc Vinh,2,BD22AI010,talented_but_lazy
2024/2025,7.2,41.0,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),duongtuanquanbd22ai011@gmail.com,9.1,7.5,B,Khoa AI - Khóa 22,9.1,Dương Tuấn Quân,2,BD22AI011,talented_but_lazy
2024/2025,3.2,61.1,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),leminhdungbd22ai012@gmail.com,1.6,3.0,F,Khoa AI - Khóa 22,4.4,Lê Minh Dũng,2,BD22AI012,struggling
2024/2025,9.5,94.4,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),hotuanhabd22ai013@gmail.com,9.8,9.7,A,Khoa AI - Khóa 22,9.4,Hồ Tuấn Hà,2,BD22AI013,excellent
2024/2025,9.9,95.8,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),vuhuuhabd22ai014@gmail.com,9.5,9.6,A,Khoa AI - Khóa 22,9.2,Vũ Hữu Hà,2,BD22AI014,excellent
2024/2025,4.2,47.7,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),đangthitungbd22ai015@gmail.com,3.1,3.8,F,Khoa AI - Khóa 22,2.2,Đặng Thị Tùng,2,BD22AI015,struggling
2024/2025,7.6,48.3,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),hoangngoctungbd22ai016@gmail.com,9.8,8.2,B,Khoa AI - Khóa 22,8.7,Hoàng Ngọc Tùng,2,BD22AI016,talented_but_lazy
2024/2025,8.1,76.2,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),hoquangquanbd22ai017@gmail.com,6.1,7.0,B,Khoa AI - Khóa 22,7.0,Hồ Quang Quân,2,BD22AI017,average
2024/2025,7.0,53.7,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),huynhhaianbd22ai018@gmail.com,9.6,8.0,B,Khoa AI - Khóa 22,10.0,Huỳnh Hải An,2,BD22AI018,talented_but_lazy
2024/2025,9.7,97.5,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),buituansonbd22ai019@gmail.com,9.8,9.8,A,Khoa AI - Khóa 22,9.1,Bùi Tuấn Sơn,2,BD22AI019,excellent
2024/2025,8.7,58.7,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),đangđuckienbd22ai020@gmail.com,9.6,8.6,A,Khoa AI - Khóa 22,8.7,Đặng Đức Kiên,2,BD22AI020,talented_but_lazy
2024/2025,7.5,77.1,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),ngohaihabd22ai021@gmail.com,7.6,7.6,B,Khoa AI - Khóa 22,6.6,Ngô Hải Hà,2,BD22AI021,average
2024/2025,9.4,94.3,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),leanhphucbd22ai022@gmail.com,9.9,9.7,A,Khoa AI - Khóa 22,9.4,Lê Anh Phúc,2,BD22AI022,excellent
2024/2025,8.8,42.0,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),nguyenminhtungbd22ai023@gmail.com,8.6,7.8,B,Khoa AI - Khóa 22,9.3,Nguyễn Minh Tùng,2,BD22AI023,talented_but_lazy
2024/2025,8.2,95.0,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),nguyenngoclinhbd22ai024@gmail.com,6.8,7.8,B,Khoa AI - Khóa 22,7.7,Nguyễn Ngọc Linh,2,BD22AI024,average
2024/2025,7.4,58.3,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),ngohuucuongbd22ai025@gmail.com,8.8,7.8,B,Khoa AI - Khóa 22,9.7,Ngô Hữu Cường,2,BD22AI025,talented_but_lazy
2024/2025,8.5,86.0,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),đangtuanquanbd22ai026@gmail.com,5.1,6.8,C,Khoa AI - Khóa 22,6.9,Đặng Tuấn Quân,2,BD22AI026,average
2024/2025,6.6,78.6,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),tranthinambd22ai027@gmail.com,7.6,7.4,B,Khoa AI - Khóa 22,6.6,Trần Thị Nam,2,BD22AI027,average
2024/2025,4.2,50.5,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),buivanvinhbd22ai028@gmail.com,1.0,2.8,F,Khoa AI - Khóa 22,2.8,Bùi Văn Vinh,2,BD22AI028,struggling
2024/2025,9.9,98.3,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),lehaitungbd22ai029@gmail.com,4.9,7.4,B,Khoa AI - Khóa 22,5.1,Lê Hải Tùng,2,BD22AI029,diligent_but_low
2024/2025,7.4,59.8,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),lexuanhabd22ai030@gmail.com,9.6,8.2,B,Khoa AI - Khóa 22,9.5,Lê Xuân Hà,2,BD22AI030,talented_but_lazy
2024/2025,4.3,67.3,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),lekimloibd22ai031@gmail.com,3.7,4.5,D,Khoa AI - Khóa 22,2.7,Lê Kim Lợi,2,BD22AI031,struggling
2024/2025,9.7,99.7,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),vuvansonbd22ai032@gmail.com,4.7,7.3,B,Khoa AI - Khóa 22,5.1,Vũ Văn Sơn,2,BD22AI032,diligent_but_low
2024/2025,8.7,58.2,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),lyhuuphucbd22ai033@gmail.com,8.8,8.2,B,Khoa AI - Khóa 22,9.8,Lý Hữu Phúc,2,BD22AI033,talented_but_lazy
2024/2025,8.3,58.3,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),phankimtungbd22ai034@gmail.com,9.4,8.4,B,Khoa AI - Khóa 22,8.8,Phan Kim Tùng,2,BD22AI034,talented_but_lazy
2024/2025,8.8,86.6,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),lexuannambd22ai035@gmail.com,7.5,8.1,B,Khoa AI - Khóa 22,6.4,Lê Xuân Nam,2,BD22AI035,average
2024/2025,9.4,97.0,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),phamthiphucbd22ai036@gmail.com,3.0,6.3,C,Khoa AI - Khóa 22,4.7,Phạm Thị Phúc,2,BD22AI036,diligent_but_low
2024/2025,7.4,61.6,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),lyngocquanbd22ai037@gmail.com,9.0,7.9,B,Khoa AI - Khóa 22,9.9,Lý Ngọc Quân,2,BD22AI037,talented_but_lazy
2024/2025,9.8,96.8,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),đangngoctungbd22ai038@gmail.com,9.7,9.7,A,Khoa AI - Khóa 22,9.0,Đặng Ngọc Tùng,2,BD22AI038,excellent
2024/2025,9.2,98.1,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),phanvanlinhbd22ai039@gmail.com,5.3,7.4,B,Khoa AI - Khóa 22,3.5,Phan Văn Linh,2,BD22AI039,diligent_but_low
